ubigeo,departamento,provincia,distrito,n_ipress,total_atenciones,total_atendidos
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,3,8505.0,5369.0
050201,AYACUCHO,CANGALLO,CANGALLO,1,1793.0,1725.0
050202,AYACUCHO,CANGALLO,CHUSCHI,1,40.0,40.0
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,1,935.0,908.0
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,1,47.0,45.0
050301,AYACUCHO,HUANCA SANCOS,SANCOS,1,391.0,378.0
050401,AYACUCHO,HUANTA,HUANTA,1,5254.0,317.0
050407,AYACUCHO,HUANTA,SIVIA,1,1906.0,933.0
050501,AYACUCHO,LA MAR,SAN MIGUEL,1,147552.0,146868.0
050503,AYACUCHO,LA MAR,AYNA,1,2652.0,1787.0
050509,AYACUCHO,LA MAR,SAMUGARI,1,16.0,15.0
050601,AYACUCHO,LUCANAS,PUQUIO,2,7634.0,5301.0
050701,AYACUCHO,PARINACOCHAS,CORACORA,2,3835.0,2884.0
050901,AYACUCHO,SUCRE,QUEROBAMBA,1,512.0,486.0
050911,AYACUCHO,SUCRE,SORAS,1,86.0,86.0
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,1,358.0,352.0
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,1,23.0,22.0
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,1,20.0,20.0
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,1,358.0,126.0
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,1,24.0,17.0
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,17,85975.0,81098.0
060103,CAJAMARCA,CAJAMARCA,CHETILLA,1,35.0,35.0
060106,CAJAMARCA,CAJAMARCA,JESUS,4,161.0,161.0
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,2,6499.0,6078.0
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,1,4.0,4.0
060111,CAJAMARCA,CAJAMARCA,NAMORA,1,11.0,11.0
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,1,6602.0,6100.0
060301,CAJAMARCA,CELENDIN,CELENDIN,2,7747.0,7232.0
060308,CAJAMARCA,CELENDIN,OXAMARCA,1,11.0,11.0
060310,CAJAMARCA,CELENDIN,SUCRE,3,53.0,53.0
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,1,9.0,9.0
060401,CAJAMARCA,CHOTA,CHOTA,2,12429.0,11648.0
060501,CAJAMARCA,CONTUMAZA,CONTUMAZA,2,800.0,779.0
060502,CAJAMARCA,CONTUMAZA,CHILETE,1,1896.0,1802.0
060507,CAJAMARCA,CONTUMAZA,TANTARICA,1,3.0,3.0
060508,CAJAMARCA,CONTUMAZA,YONAN,2,3299.0,1153.0
060601,CAJAMARCA,CUTERVO,CUTERVO,2,13444.0,12440.0
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,1,208.0,205.0
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,1,4260.0,4144.0
060801,CAJAMARCA,JAEN,JAEN,24,66218.0,47463.0
060802,CAJAMARCA,JAEN,BELLAVISTA,3,2771.0,2495.0
060803,CAJAMARCA,JAEN,CHONTALI,1,148.0,148.0
060804,CAJAMARCA,JAEN,COLASAY,6,360.0,356.0
060805,CAJAMARCA,JAEN,HUABAL,5,41.0,41.0
060806,CAJAMARCA,JAEN,LAS PIRIAS,2,75.0,75.0
060807,CAJAMARCA,JAEN,POMAHUACA,4,266.0,215.0
060808,CAJAMARCA,JAEN,PUCARA,1,2090.0,1994.0
060809,CAJAMARCA,JAEN,SALLIQUE,4,192.0,192.0
060810,CAJAMARCA,JAEN,SAN FELIPE,2,100.0,100.0
060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,8,677.0,488.0
060812,CAJAMARCA,JAEN,SANTA ROSA,2,1002.0,1002.0
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,2,9644.0,3682.0
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,8,49.0,49.0
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,6,343.0,340.0
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,3,4171.0,3932.0
061002,CAJAMARCA,SAN MARCOS,CHANCAY,2,19.0,19.0
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,3,20.0,20.0
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,1,105.0,103.0
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,1,64.0,63.0
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,5,570.0,565.0
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,2,285.0,284.0
061201,CAJAMARCA,SAN PABLO,SAN PABLO,1,721.0,664.0
070101,CALLAO,CALLAO,CALLAO,17,461241.0,301867.0
070102,CALLAO,CALLAO,BELLAVISTA,7,347275.0,289687.0
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,1,81064.0,74493.0
070104,CALLAO,CALLAO,LA PERLA,1,2.0,2.0
070106,CALLAO,CALLAO,VENTANILLA,4,87397.0,78300.0
070107,CALLAO,CALLAO,MI PERU,1,13345.0,11692.0
080101,CUSCO,CUSCO,CUSCO,2,45597.0,43374.0
080105,CUSCO,CUSCO,SAN SEBASTIAN,3,8360.0,5357.0
080106,CUSCO,CUSCO,SANTIAGO,3,23753.0,21864.0
080108,CUSCO,CUSCO,WANCHAQ,4,208692.0,158713.0
080601,CUSCO,CANCHIS,SICUANI,3,24767.0,17601.0
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,1,3803.0,3720.0
080801,CUSCO,ESPINAR,ESPINAR,1,9790.0,4136.0
080901,CUSCO,LA CONVENCION,SANTA ANA,3,76194.0,47552.0
080907,CUSCO,LA CONVENCION,KIMBIRI,1,7208.0,5362.0
080910,CUSCO,LA CONVENCION,PICHARI,2,3306.0,3301.0
081207,CUSCO,QUISPICANCHI,HUARO,1,3.0,3.0
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,6,436113.0,98156.0
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,4,19.0,19.0
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,4,125.0,123.0
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,1,3.0,3.0
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,1,1.0,1.0
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,1,40.0,40.0
090110,HUANCAVELICA,HUANCAVELICA,MANTA,3,16.0,15.0
090112,HUANCAVELICA,HUANCAVELICA,MOYA,1,75.0,74.0
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,1,9.0,9.0
090114,HUANCAVELICA,HUANCAVELICA,PALCA,3,639.0,423.0
090116,HUANCAVELICA,HUANCAVELICA,VILCA,1,2.0,2.0
090117,HUANCAVELICA,HUANCAVELICA,YAULI,5,36397.0,8316.0
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,2,46959.0,18672.0
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,1,62.0,62.0
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,1,2361.0,2277.0
090204,HUANCAVELICA,ACOBAMBA,CAJA,4,458.0,456.0
090205,HUANCAVELICA,ACOBAMBA,MARCAS,4,198.0,198.0
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,2,9055.0,4759.0
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,1,2.0,2.0
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,9,143.0,143.0
090301,HUANCAVELICA,ANGARAES,LIRCAY,4,1988.0,1588.0
090302,HUANCAVELICA,ANGARAES,ANCHONGA,3,155.0,135.0
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,1,44.0,26.0
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,2,14.0,13.0
090305,HUANCAVELICA,ANGARAES,CHINCHO,1,1.0,1.0
090306,HUANCAVELICA,ANGARAES,CONGALLA,4,30.0,24.0
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,1,23.0,17.0
090308,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,1,2.0,2.0
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,1,21.0,21.0
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,1,1.0,1.0
090312,HUANCAVELICA,ANGARAES,SECCLLA,1,123.0,119.0
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,2,233.0,217.0
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,1,4.0,4.0
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,2,2.0,2.0
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,1,1.0,1.0
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,1,15.0,15.0
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,3,10.0,10.0
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,2,9.0,9.0
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,2,16.0,16.0
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,1,7.0,7.0
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,2,22.0,22.0
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,2,12624.0,1089.0
090502,HUANCAVELICA,CHURCAMPA,ANCO,4,9744.0,1265.0
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,3,2118.0,210.0
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,2,2915.0,295.0
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,1,1425.0,127.0
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,5,5954.0,650.0
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,5,8426.0,827.0
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,2,2928.0,346.0
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,3,7141.0,420.0
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,6,2192.0,242.0
090511,HUANCAVELICA,CHURCAMPA,COSME,3,8524.0,1046.0
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,1,808.0,770.0
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,2,66.0,62.0
090701,HUANCAVELICA,TAYACAJA,PAMPAS,2,7918.0,7151.0
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,1,46.0,46.0
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,1,47.0,46.0
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,4,787.0,733.0
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,1,282.0,279.0
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,1,21.0,20.0
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,2,18.0,18.0
090711,HUANCAVELICA,TAYACAJA,PAZOS,1,89.0,87.0
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,1,52.0,51.0
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,1,33.0,33.0
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,2,138.0,127.0
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,2,97.0,97.0
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,1,110.0,109.0
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,1,46.0,46.0
090721,HUANCAVELICA,TAYACAJA,ROBLE,1,4.0,4.0
090722,HUANCAVELICA,TAYACAJA,PICHOS,2,33.0,33.0
100101,HUANUCO,HUANUCO,HUANUCO,5,8056.0,6895.0
100102,HUANUCO,HUANUCO,AMARILIS,3,214727.0,89501.0
100105,HUANUCO,HUANUCO,MARGOS,1,24.0,23.0
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,2,4925.0,284.0
100501,HUANUCO,HUAMALIES,LLATA,1,2455.0,1794.0
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,2,67616.0,27500.0
100605,HUANUCO,LEONCIO PRADO,LUYANDO,1,23042.0,20820.0
110101,ICA,ICA,ICA,12,477889.0,264841.0
110102,ICA,ICA,LA TINGUIÑA,2,5820.0,5104.0
110106,ICA,ICA,PARCONA,1,1339.0,1047.0
110108,ICA,ICA,SALAS,1,4376.0,3290.0
110111,ICA,ICA,SANTIAGO,3,3268.0,2609.0
110112,ICA,ICA,SUBTANJALLA,1,3047.0,3047.0
110201,ICA,CHINCHA,CHINCHA ALTA,9,189446.0,131640.0
110207,ICA,CHINCHA,PUEBLO NUEVO,2,43.0,43.0
110301,ICA,NAZCA,NAZCA,2,35019.0,20315.0
110304,ICA,NAZCA,MARCONA,1,34570.0,19694.0
110305,ICA,NAZCA,VISTA ALEGRE,1,6647.0,6647.0
110401,ICA,PALPA,PALPA,2,20512.0,11186.0
110501,ICA,PISCO,PISCO,4,149593.0,117794.0
120101,JUNIN,HUANCAYO,HUANCAYO,8,82801.0,73569.0
120107,JUNIN,HUANCAYO,CHILCA,1,739.0,736.0
120114,JUNIN,HUANCAYO,EL TAMBO,9,137188.0,64482.0
120201,JUNIN,CONCEPCION,CONCEPCION,3,11510.0,7568.0
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2,67023.0,33112.0
120302,JUNIN,CHANCHAMAYO,PERENE,1,2531.0,2428.0
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,1,16129.0,14735.0
120305,JUNIN,CHANCHAMAYO,SAN RAMON,1,11413.0,10425.0
120401,JUNIN,JAUJA,JAUJA,3,26084.0,16144.0
120501,JUNIN,JUNIN,JUNIN,1,3054.0,3052.0
120601,JUNIN,SATIPO,SATIPO,2,26355.0,12212.0
120604,JUNIN,SATIPO,MAZAMARI,2,14276.0,7717.0
120606,JUNIN,SATIPO,PANGOA,1,10636.0,10614.0
120607,JUNIN,SATIPO,RIO NEGRO,1,4520.0,1912.0
120701,JUNIN,TARMA,TARMA,2,17397.0,14596.0
120702,JUNIN,TARMA,ACOBAMBA,1,1464.0,1410.0
120704,JUNIN,TARMA,HUASAHUASI,1,1061.0,1025.0
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,1,8249.0,8249.0
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,16,259195.0,231190.0
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,2,20648.0,20647.0
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,2,14869.0,14869.0
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,2,132.0,132.0
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,8,64651.0,47445.0
130106,LA LIBERTAD,TRUJILLO,LAREDO,1,15821.0,9779.0
130107,LA LIBERTAD,TRUJILLO,MOCHE,2,17103.0,12774.0
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,1,1536.0,1536.0
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,3,32816.0,24062.0
130112,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,1,563.0,542.0
130201,LA LIBERTAD,ASCOPE,ASCOPE,2,6831.0,3032.0
130202,LA LIBERTAD,ASCOPE,CHICAMA,1,350.0,350.0
130203,LA LIBERTAD,ASCOPE,CHOCOPE,1,111496.0,39851.0
130205,LA LIBERTAD,ASCOPE,PAIJAN,1,87.0,87.0
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,1,18748.0,8631.0
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,2,551.0,527.0
130401,LA LIBERTAD,CHEPEN,CHEPEN,2,38095.0,30416.0
130501,LA LIBERTAD,JULCAN,JULCAN,1,1565.0,1348.0
130502,LA LIBERTAD,JULCAN,CALAMARCA,3,23.0,22.0
130503,LA LIBERTAD,JULCAN,CARABAMBA,1,731.0,251.0
130504,LA LIBERTAD,JULCAN,HUASO,1,16.0,16.0
130601,LA LIBERTAD,OTUZCO,OTUZCO,1,3945.0,3738.0
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1,243.0,222.0
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,1,8591.0,8209.0
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,3,59211.0,27007.0
130801,LA LIBERTAD,PATAZ,TAYABAMBA,1,1009.0,967.0
130808,LA LIBERTAD,PATAZ,PARCOY,1,42.0,16.0
130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,4,11734.0,9637.0
130903,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,1,54.0,54.0
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,3,29.0,29.0
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,1,2595.0,2590.0
131201,LA LIBERTAD,VIRU,VIRU,2,9803.0,5624.0
131202,LA LIBERTAD,VIRU,CHAO,1,284.0,284.0
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,13,150096.0,123066.0
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,1108.0,1108.0
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1,1091.0,1091.0
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,1,218478.0,63786.0
140113,LAMBAYEQUE,CHICLAYO,REQUE,1,9.0,9.0
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,8807.0,7578.0
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,4,27785.0,19966.0
150101,LIMA,LIMA,LIMA,14,926080.0,574001.0
150103,LIMA,LIMA,ATE,6,488181.0,253421.0
150105,LIMA,LIMA,BREÑA,1,67233.0,60737.0
150106,LIMA,LIMA,CARABAYLLO,2,75.0,73.0
150107,LIMA,LIMA,CHACLACAYO,1,17.0,17.0
150108,LIMA,LIMA,CHORRILLOS,12,130471.0,118373.0
150110,LIMA,LIMA,COMAS,6,784895.0,320208.0
150111,LIMA,LIMA,EL AGUSTINO,2,63958.0,55636.0
150112,LIMA,LIMA,INDEPENDENCIA,3,106577.0,84034.0
150113,LIMA,LIMA,JESUS MARIA,7,434860.0,322556.0
150114,LIMA,LIMA,LA MOLINA,5,303803.0,134966.0
150115,LIMA,LIMA,LA VICTORIA,2,286985.0,220540.0
150116,LIMA,LIMA,LINCE,2,19730.0,12527.0
150117,LIMA,LIMA,LOS OLIVOS,6,61670.0,52824.0
150118,LIMA,LIMA,LURIGANCHO,1,64721.0,55396.0
150120,LIMA,LIMA,MAGDALENA DEL MAR,2,6569.0,5370.0
150121,LIMA,LIMA,PUEBLO LIBRE,4,180949.0,143389.0
150122,LIMA,LIMA,MIRAFLORES,7,490084.0,364190.0
150125,LIMA,LIMA,PUENTE PIEDRA,3,72436.0,30148.0
150128,LIMA,LIMA,RIMAC,3,33722.0,24803.0
150129,LIMA,LIMA,SAN BARTOLO,1,43.0,43.0
150130,LIMA,LIMA,SAN BORJA,9,187722.0,163376.0
150131,LIMA,LIMA,SAN ISIDRO,7,261009.0,230778.0
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,9,580930.0,320543.0
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,6,190595.0,157490.0
150134,LIMA,LIMA,SAN LUIS,2,5965.0,5043.0
150135,LIMA,LIMA,SAN MARTIN DE PORRES,5,203117.0,153124.0
150136,LIMA,LIMA,SAN MIGUEL,5,261579.0,159228.0
150137,LIMA,LIMA,SANTA ANITA,2,99181.0,73189.0
150140,LIMA,LIMA,SANTIAGO DE SURCO,5,120020.0,81778.0
150141,LIMA,LIMA,SURQUILLO,4,21532.0,16756.0
150142,LIMA,LIMA,VILLA EL SALVADOR,2,389444.0,181494.0
150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2,329868.0,268991.0
150201,LIMA,BARRANCA,BARRANCA,1,41289.0,36061.0
150202,LIMA,BARRANCA,PARAMONGA,1,1383.0,948.0
150204,LIMA,BARRANCA,SUPE,1,11658.0,10985.0
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,5,62623.0,61037.0
150509,LIMA,CAÑETE,MALA,1,22345.0,11457.0
150510,LIMA,CAÑETE,NUEVO IMPERIAL,1,42.0,42.0
150601,LIMA,HUARAL,HUARAL,2,97941.0,71515.0
150605,LIMA,HUARAL,CHANCAY,1,35599.0,31774.0
150701,LIMA,HUAROCHIRI,MATUCANA,1,2305.0,2121.0
150801,LIMA,HUAURA,HUACHO,3,160651.0,131120.0
160101,LORETO,MAYNAS,IQUITOS,7,108778.0,83491.0
160107,LORETO,MAYNAS,NAPO,1,3313.0,3313.0
160108,LORETO,MAYNAS,PUNCHANA,5,186829.0,86549.0
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,1,463.0,444.0
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,3,75351.0,28309.0
160601,LORETO,UCAYALI,CONTAMANA,2,99078.0,11895.0
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,3,89928.0,47286.0
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,3,183840.0,89170.0
180106,MOQUEGUA,MARISCAL NIETO,TORATA,1,5935.0,4978.0
180301,MOQUEGUA,ILO,ILO,3,54478.0,40573.0
180303,MOQUEGUA,ILO,PACOCHA,1,6586.0,5582.0
190101,PASCO,PASCO,CHAUPIMARCA,1,20.0,20.0
190103,PASCO,PASCO,HUARIACA,1,11669.0,4275.0
190104,PASCO,PASCO,HUAYLLAY,2,880.0,441.0
190107,PASCO,PASCO,PAUCARTAMBO,1,295.0,156.0
190109,PASCO,PASCO,SIMON BOLIVAR,1,19550.0,19345.0
190111,PASCO,PASCO,TINYAHUARCO,1,2.0,2.0
190113,PASCO,PASCO,YANACANCHA,2,12206.0,11342.0
190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,2,2601.0,1258.0
